,id,budget,popularity,vote_average,revenue,title
284,39451,100000000,32.389353,5.4,310650585,Little Fockers
10,1452,270000000,57.925623,5.4,391081192,Superman Returns
215,1979,130000000,60.810722999999996,5.4,289047763,Fantastic 4: Rise of the Silver Surfer
619,48988,36000000,27.115890000000004,5.4,83160734,Hall Pass
4133,215881,0,5.099368,5.4,0,Plush
814,9327,54000000,20.28119,5.4,128769345,The Nutty Professor
414,9637,84000000,31.435539000000002,5.4,275650703,Scooby-Doo
2401,31932,0,2.64486,5.4,0,City of Ghosts
3037,19905,10000000,3.352702,5.4,0,"The Goods: Live Hard, Sell Hard"
2100,9312,18000000,16.470895000000002,5.4,122195920,Mortal Kombat
1475,77875,35000000,17.932561,5.4,0,Playing for Keeps
2351,333348,17000000,9.191187,5.4,24000000,Love the Coopers
1277,20542,40000000,4.238482,5.4,0,Delgo
924,10320,50000000,32.233713,5.4,161451538,The Ring Two
1674,265208,30000000,48.0343,5.4,0,Wild Card
2604,13539,0,3.313257,5.4,0,Here On Earth
1667,17186,0,3.71305,5.4,3102550,Supercross
1346,2155,42000000,11.470135,5.4,32168970,Reindeer Games
3117,39037,3200000,2.631688,5.4,0,The Good Guy
2171,13596,20000000,17.145287,5.4,36620508,My Best Friend's Girl
3505,38940,0,1.734764,5.4,0,Men of War
1902,22825,30000000,21.606001000000003,5.4,33333531,The Box
1962,174751,25000000,15.333575,5.4,1397284,Jane Got a Gun
1625,9271,30000000,5.301589,5.4,24048000,Virtuosity
2851,34549,12000000,1.0818219999999998,5.4,17292381,Max Keeble's Big Move
2040,2176,30000000,9.448516999999999,5.4,23619609,The Glass House
1651,28902,0,3.226243,5.4,0,In Dreams
2036,10878,22000000,12.887673,5.4,19351569,Saving Silverman
3762,184345,0,18.428909,5.4,0,A Haunted House 2
3632,343795,5000000,3.9437059999999997,5.4,4842699,90 Minutes in Heaven
3086,29076,10000000,3.988432,5.4,1631839,Gun Shy
1230,8850,25000000,8.178203,5.4,48063435,The Shadow
1519,3587,32000000,3.379454,5.4,0,Bogus
1321,13503,0,5.641978,5.4,0,Texas Rangers
3072,134371,0,4.725357,5.4,0,Atlas Shrugged Part II
1054,4248,45000000,35.376971000000005,5.4,141220678,Scary Movie 2
2841,31915,12000000,8.616589999999999,5.4,54000000,Prophecy
1473,2900,75000000,20.697556,5.4,19598588,The Astronaut's Wife
3002,10163,10000000,10.125029,5.4,32101000,The Lawnmower Man
981,13498,40000000,6.004422,5.4,0,Man of the House
3580,16508,0,1.88484,5.4,0,Doug's 1st Movie
2475,10571,16000000,9.119797,5.4,20627372,Boys and Girls
3553,63006,0,0.075817,5.4,0,Dum Maaro Dum
2146,19904,0,7.924428,5.4,0,The Stepfather
3015,283445,10000000,26.090495,5.4,52882018,Sinister 2
1821,11024,0,22.644275,5.4,181466833,Scooby-Doo 2: Monsters Unleashed
3542,193722,5500000,3.21392,5.4,0,R100
1083,9381,70000000,27.568194000000002,5.4,72108608,Babylon A.D.
2478,25166,16000000,3.021835,5.4,15427192,Drowning Mona
3304,182873,0,5.0005,5.4,0,Green Street Hooligans: Underground
3587,235271,0,7.544515,5.4,0,Addicted
3717,36419,4500000,14.570359,5.4,3606395,After.Life
2628,10075,0,12.295216,5.4,0,Blood and Chocolate
3506,35689,0,1.4964540000000002,5.4,0,Don McKay
1242,1683,40000000,13.445697000000001,5.4,62771059,The Reaping
3771,15122,0,3.3478849999999998,5.4,0,Love Stinks
2090,10678,20000000,8.351385,5.4,132675402,Bringing Down the House
2283,9378,0,20.392858,5.4,0,Thir13en Ghosts
2221,9074,0,6.925644999999999,5.4,12382362,The Man
1411,11979,35000000,11.644243,5.4,45479110,Queen of the Damned
2279,52449,20000000,28.497242,5.4,216197492,Bad Teacher
854,8202,62000000,29.954302000000002,5.4,52304001,Æon Flux
2795,26688,12500000,8.780512,5.4,27206120,Sorority Row
847,13260,0,10.449975,5.4,33472850,Semi-Pro
1186,19912,40000000,32.478077,5.4,186167139,The Final Destination
2274,334074,20000000,33.625477000000004,5.4,0,Survivor
3124,49787,0,7.245108,5.4,0,The Reef
1879,57431,25000000,19.428994,5.4,34942188,The Sitter
1637,8869,0,17.834976,5.4,0,Eight Legged Freaks
1182,11565,40000000,17.612920000000003,5.4,138259062,Big Momma's House 2
1171,100042,40000000,67.767785,5.4,169837010,Dumb and Dumber To
2257,314385,10000000,11.267676,5.4,3727746,By the Sea
999,10416,60000000,2.275331,5.4,0,What Planet Are You From?
2238,23367,20000000,7.716606,5.4,5210988,Bandslam
3467,25066,6000000,3.89204,5.4,12000000,Tales from the Hood
3836,40505,0,0.593068,5.4,0,I Got the Hook Up
1432,268920,35000000,18.262017,5.4,51680201,Hot Pursuit
1898,18147,26000000,10.006282,5.4,0,Unaccompanied Minors
3608,29996,5000000,0.835617,5.4,12200000,Solomon and Sheba
2214,10563,20000000,7.553773,5.4,0,Three to Tango
1214,11011,40000000,14.398356,5.4,0,Ri¢hie Ri¢h
3842,10615,0,3.115754,5.4,0,Pootie Tang
876,11456,75000000,8.418560000000001,5.4,54249294,Domestic Disturbance
1218,82687,40000000,15.283444,5.4,41863726,The Guilt Trip
1893,46261,25000000,14.562197,5.4,36993168,Don't Be Afraid of the Dark
1862,14177,25000000,5.625632,5.4,36351350,Beauty Shop
1123,11066,40000000,6.420433999999999,5.4,70100000,Boomerang
869,1819,54000000,18.600367000000002,5.4,130431368,"You, Me and Dupree"
882,1950,0,6.162872,5.4,5761917,Lucky You
2534,10053,15000000,4.688212,5.4,66966987,When a Stranger Calls
1985,45881,0,0.515677,5.4,0,The Bridge of San Luis Rey
2945,20009,14000000,9.371811,5.4,6413915,Slackers
1130,18480,42000000,16.122168,5.4,0,Brüno
3481,19556,0,9.371534,5.4,0,Miss March
2771,144340,13000000,17.632445999999998,5.4,18000000,Admission
4263,394047,2000000,1.193219,5.3,0,The Dog Lover
705,19899,70000000,26.676486999999998,5.3,171844840,Couples Retreat
148,43074,144000000,66.21806,5.3,229147509,Ghostbusters
2854,28353,0,1.20245,5.3,13960203,Def Jam's How to Be a Player
4001,14137,0,1.73892,5.3,0,Beer League
3985,10281,2800000,9.070841999999999,5.3,19170001,Friday the 13th Part VII: The New Blood
1520,124459,30000000,26.9385,5.3,27437881,The Incredible Burt Wonderstone
715,9334,60000000,37.537093,5.3,165333180,The Scorpion King
440,12193,80000000,19.500892999999998,5.3,163733697,Four Christmases
2598,37718,0,2.857936,5.3,0,The Muse
3054,13160,10000000,12.067921,5.3,0,Over Her Dead Body
2468,49950,16000000,11.807269,5.3,40492759,The Roommate
2855,46889,12000000,0.700792,5.3,12902790,Living Out Loud
165,1927,137000000,34.981698,5.3,245360480,Hulk
2470,9594,15000000,10.484642,5.3,30102717,Double Impact
2785,17043,0,1.7149720000000002,5.3,33082548,The Crocodile Hunter: Collision Course
632,6171,68000000,26.792794,5.3,75715436,Dreamcatcher
4072,28165,0,1.7913310000000002,5.3,0,The Toxic Avenger Part II
1144,10610,41000000,14.653718,5.3,0,The Medallion
4433,91070,930000,5.974156,5.3,30905,L!fe Happens
1142,280391,0,5.794466000000001,5.3,0,Why I Did (Not) Eat My Father
1137,54054,40000000,19.438503,5.3,36893721,One for the Money
1981,43593,24000000,23.343839000000003,5.3,83188165,Piranha 3D
3498,58882,134005,2.2603150000000003,5.3,1332231,Snow Flower and the Secret Fan
1115,11812,43000000,18.65632,5.3,68696770,The Sweetest Thing
2506,38717,0,0.212108,5.3,0,Madison
1222,225886,40000000,72.641296,5.3,126069509,Sex Tape
4620,47534,0,0.045429000000000004,5.3,0,Fighting Tommy Riley
1493,50647,35000000,20.908494,5.3,24159934,Wanderlust
4284,23730,1250000,4.45544,5.3,3412497,C.H.U.D.
3103,115872,0,1.031142,5.3,0,The Chambermaid on the Titanic
2042,19366,22000000,6.404571,5.3,0,Josie and the Pussycats
1496,11888,33000000,13.655735,5.3,0,Snow Dogs
4422,52462,0,1.284741,5.3,0,The Pet
460,38317,80000000,27.462640000000004,5.3,169852759,Zookeeper
2482,12120,20000000,9.455596,5.3,13854000,My Stepmother is an Alien
1505,38322,32000000,15.901137,5.3,83615414,"Big Mommas: Like Father, Like Son"
1225,10154,0,6.786117,5.3,0,Mickey Blue Eyes
1086,20856,45000000,13.707182999999999,5.3,57881056,Aliens in the Attic
670,12618,64000000,4.137237,5.3,74608570,Random Hearts
161,205584,140000000,56.257249,5.3,150680864,Gods of Egypt
679,9072,64000000,12.421503999999999,5.3,101595121,Little Man
2584,18681,15000000,4.302941000000001,5.3,0,Eye of the Beholder
2477,19994,16000000,32.257414000000004,5.3,31556061,Jennifer's Body
450,9574,80000000,11.503960000000001,5.3,177977226,Flubber
2892,89325,0,2.303865,5.3,0,Darling Companion
357,271969,100000000,29.608321999999998,5.3,94061311,Ben-Hur
1000,47327,50000000,30.387148,5.3,28931401,Drive Angry
3912,18065,0,2.747402,5.3,0,Next Day Air
1355,9776,0,3.4571940000000003,5.3,0,Head of State
896,9907,51000000,10.430832,5.3,72779000,Barnyard
3900,20737,3000000,11.241802,5.3,23144499,Air Bud
3755,13408,7000000,2.453459,5.3,10229331,The Wash
4178,50875,2000000,1.6991009999999998,5.3,841733,Higher Ground
2162,12819,20000000,12.300789,5.3,39300000,Alpha and Omega
1341,16911,36500000,2.785832,5.3,21834845,The Inhabited Island
492,293644,8000000,0.719996,5.3,0,Top Cat Begins
1302,9488,38000000,24.085144,5.3,119723358,Spy Kids 2: The Island of Lost Dreams
1334,23742,30000000,25.825771,5.3,55583804,Cop Out
2160,10069,9000000,4.34503,5.3,27105095,Stay Alive
3718,281730,0,0.371337,5.3,0,Fugly
2976,373314,11000000,10.016909,5.3,0,Misconduct
1469,2162,70000000,3.2769120000000003,5.3,11263966,Chill Factor
576,9697,75000000,20.219385,5.3,42285169,Lady in the Water
4531,30246,0,0.665512,5.3,0,Civil Brand
779,9009,30000000,14.376463000000001,5.3,25473093,Dark Water
3246,10885,0,8.864367999999999,5.3,0,Shutter
4185,9783,0,6.833164,5.3,0,Sublime
2673,14435,15000000,13.706357,5.3,100734718,My Bloody Valentine
3826,352978,5000000,1.398981,5.3,0,Chain of Command
4494,323967,700000,2.659006,5.3,0,Walter
2267,241257,0,27.215666,5.3,17671101,Regression
2229,106747,12000000,29.072964000000002,5.3,15008161,Machete Kills
843,80035,68000000,39.395881,5.3,68267862,The Watch
2270,133931,20000000,14.182301,5.3,0,Zambezia
3857,256740,3500000,3.158056,5.3,0,Wicked Blood
2698,24940,14000000,4.66723,5.3,10424470,Head Over Heels
2686,10008,0,7.436315,5.3,0,An American Haunting
850,12123,50000000,20.588620000000002,5.3,60209334,Chain Reaction
2290,12090,18000000,18.475179999999998,5.3,101564935,Just Married
863,10375,55000000,12.669777999999999,5.3,6416302,D-Tox
1437,118957,30000000,9.780588,5.3,0,Bait
2189,9582,20000000,5.596835,5.3,17432163,A Guy Thing
1445,22787,40000000,14.818717999999999,5.3,12206028,Whiteout
306,18162,100000000,19.38841,5.3,68688831,Land of the Lost
1163,4257,45000000,32.549282,5.3,178262620,Scary Movie 4
1479,10877,50000000,12.601306,5.3,79958599,Exit Wounds
1927,40001,25000000,7.946769000000001,5.3,10070000,Mrs. Winterbourne
1577,10762,19000000,8.584398,5.3,69631118,Without a Paddle
3949,84174,3000000,20.952820000000003,5.3,11947954,Bachelorette
1296,9531,39000000,22.164202,5.3,75850624,Superman III
1474,21311,34000000,1.656695,5.3,0,I Dreamed of Africa
4150,174311,0,3.613577,5.3,0,All Is Bright
745,10040,0,19.998581,5.3,0,Miss Congeniality 2: Armed and Fabulous
3049,9893,0,5.842299,5.3,0,Sleepover
2137,76617,20000000,26.497025,5.3,47241945,Texas Chainsaw 3D
735,10771,0,21.549232,5.3,0,The Tuxedo
3963,180296,0,12.036888000000001,5.3,0,They Came Together
4134,18238,0,6.632891000000001,5.3,0,Lesbian Vampire Killers
2379,396152,0,2.525569,5.3,0,Restoration
2143,9645,35000000,27.724913,5.3,68349884,Ghost Ship
1807,36355,25530000,4.475007,5.3,20080020,Flipper
3021,15983,0,4.192064,5.3,0,Invasion U.S.A.
73,2698,175000000,27.082182,5.3,173000000,Evan Almighty
3010,9794,12000000,9.559737,5.3,38368909,Employee of the Month
1391,2959,35000000,14.503568,5.2,69307224,License to Wed
1392,9957,0,6.74556,5.2,0,The Benchwarmers
1398,13051,35000000,25.903237,5.2,85416905,Max Payne
1389,22949,35000000,13.707842999999999,5.2,92219310,Old Dogs
4152,153795,7000000,4.508290000000001,5.2,0,Straight A's
2706,87729,14000000,0.900442,5.2,2474000,Jefferson in Paris
1269,24575,0,1.630541,5.2,0,Raise the Titanic
3203,52010,0,3.8911860000000003,5.2,0,"Ultramarines: A Warhammer 40,000 Movie"
3419,38415,7,0.050456,5.2,7,Bran Nue Dae
479,77951,80000000,10.088006,5.2,126546518,Walking With Dinosaurs
4557,380733,0,0.251828,5.2,0,Fight to the Finish
2602,97430,15000000,17.672021,5.2,15608545,The Man with the Iron Fists
4080,92182,2000000,11.666319999999999,5.2,13101672,Silent House
4264,312791,3150000,8.039223,5.2,0,GirlHouse
4448,45767,0,0.33975700000000003,5.2,0,Time Changer
4122,273899,13500000,5.16023,5.2,187674,Stonewall
4116,13121,0,7.359286,5.2,0,Teeth
1354,11802,37000000,6.293216999999999,5.2,63800345,Space Chimps
1791,22894,26000000,30.981603999999997,5.2,67918658,Legion
4139,34335,2000000,9.68793,5.2,0,Nine Dead
2648,75033,15000000,1.897761,5.2,0,Winnie Mandela
217,1250,110000000,46.834703999999995,5.2,228738393,Ghost Rider
1797,17047,26000000,10.925618,5.2,28818995,Agent Cody Banks 2: Destination London
299,414,100000000,48.205606,5.2,336529144,Batman Forever
1239,11370,40000000,3.296933,5.2,27053815,The Musketeer
593,44564,70000000,14.780634,5.2,67112664,The Dilemma
219,9471,120000000,33.616115,5.2,259175788,Charlie's Angels: Full Throttle
491,76649,130000000,50.561849,5.2,117831631,Pompeii
1907,10861,25000000,10.115011,5.2,51702483,Maximum Risk
331,68737,95000000,63.628459,5.2,114178613,Seventh Son
596,8427,70000000,13.267631,5.2,33561137,I Spy
3321,24356,0,1.7172900000000002,5.2,0,Masked and Anonymous
2735,8859,13000000,25.316146,5.2,73180723,"Dude, Where’s My Car?"
2575,9793,15000000,17.141376,5.2,0,The Hills Have Eyes 2
1905,43931,25000000,7.001175999999999,5.2,19829957,My Soul to Take
1348,222936,37000000,29.652535999999998,5.2,26250020,Aloha
3256,14536,8000000,13.987772,5.2,29010817,New in Town
471,9678,85000000,18.335992,5.2,0,Little Nicky
485,9447,90000000,11.356079,5.2,69131860,Babe: Pig in the City
3289,12183,0,1.265683,5.2,0,The Wendell Baker Story
2050,287948,25000000,25.002715,5.2,72629670,The Transporter Refueled
3020,39349,0,2.580808,5.2,0,Sugar Hill
4732,13538,0,8.302951,5.2,0,Straightheads
364,10756,90000000,16.302378,5.2,182290266,The Haunted Mansion
71,1735,145000000,60.034162,5.2,401128639,The Mummy: Tomb of the Dragon Emperor
3943,317930,3000000,1.569246,5.2,0,Compadres
2125,1975,20000000,13.906944000000001,5.2,39143839,The Grudge 2
3951,79940,0,1.75311,5.2,0,Tim and Eric's Billion Dollar Movie
1154,216015,40000000,98.755657,5.2,571006128,Fifty Shades of Grey
2414,2752,17000000,14.18136,5.2,0,40 Days and 40 Nights
986,38319,49900000,21.408222,5.2,26121638,Your Highness
993,11863,50000000,8.189406,5.2,9851610,Jade
3962,192210,3000000,2.680629,5.2,0,Open Road
2097,11637,32000000,13.590677,5.2,97918663,Are We There Yet?
2442,4723,17000000,9.349386,5.2,374743,Southland Tales
3625,21014,0,3.562563,5.2,0,Keeping Up with the Steins
2895,12479,12000000,2.695896,5.2,0,Breakfast of Champions
4393,46727,1000000,0.340019,5.2,0,Speedway Junky
3929,24126,0,3.107149,5.2,0,Warlock: The Armageddon
61,76757,176000003,85.36908000000001,5.2,183987723,Jupiter Ascending
4667,77332,0,0.06515499999999999,5.2,0,Urbania
927,13673,60000000,9.225166,5.2,0,Christmas with the Kranks
3850,20055,3500000,1.348114,5.2,0,The Betrayed
1636,18550,25000000,2.77255,5.2,17193231,Fled
856,34314,55000000,4.700024,5.2,11466088,Turbulence
3809,158150,4000000,1.923514,5.2,0,How to Fall in Love
3803,121676,0,6.783053,5.2,0,Inescapable
866,70074,55000000,22.503935000000002,5.2,9489829,Bullet to the Head
376,10357,90000000,19.836123999999998,5.2,0,Volcano
3781,15059,4000000,2.866934,5.2,0,The Loss of Sexual Innocence
1629,14846,35000000,6.246199,5.2,22034832,Little Black Book
2964,190847,0,18.764453,5.2,0,The Last Days on Mars
2971,58051,0,0.12082000000000001,5.2,0,Housefull
2163,9954,20000000,15.804814000000002,5.2,37597471,The Covenant
3742,287424,4000000,40.016306,5.2,187112,Maggie
926,8920,50000000,17.667826,5.2,200804534,Garfield
4744,244534,0,7.052422,5.2,0,Happy Christmas
3612,378200,0,3.8108269999999997,5.2,0,The Perfect Match
1426,14175,35000000,14.051851999999998,5.2,19478106,Valiant
454,10200,80000000,41.890722,5.2,233093859,The Day the Earth Stood Still
1774,8944,25000000,8.31653,5.2,6673422,What Just Happened
451,11618,80000000,19.375768,5.2,91188905,The Haunting
4488,376004,750000,1.471139,5.2,0,Adulterers
3569,227348,5000000,19.984477,5.2,86362372,Paranormal Activity: The Marked Ones
1777,14560,26000000,31.250383000000003,5.2,183293131,Paul Blart: Mall Cop
3509,58626,6000000,4.957014,5.2,0,The Hit List
2058,44113,22000000,12.445176,5.2,9479718,Stone
3563,82990,5000000,20.326337,5.2,142817992,Paranormal Activity 4
458,41515,80000000,11.187696,5.2,201584141,Yogi Bear
4021,21074,0,0.262135,5.2,0,Brick Lane
3469,11361,5000000,8.008844,5.2,11642254,Halloween 5: The Revenge of Michael Myers
337,47964,92000000,65.40259499999999,5.2,304654182,A Good Day to Die Hard
4005,8875,2600000,3.6875739999999997,5.2,0,Timber Falls
897,9969,0,5.952527,5.1,47231070,Deck the Halls
4753,193603,60000,0.412342,5.1,0,Hayride
2165,25132,40000000,4.100942,5.1,28972508,Shorts
3426,8998,6500000,11.885221000000001,5.1,13368437,Friends with Money
2355,19840,18000000,14.15192,5.1,0,"I Love You, Beth Cooper"
4053,9731,2200000,12.639469,5.1,21930418,Friday the 13th: A New Beginning
766,9513,0,16.930969,5.1,141702264,Garfield: A Tail of Two Kitties
3153,244316,10000000,10.073144000000001,5.1,0,Into the Grizzly Maze
894,11817,52000000,15.207070000000002,5.1,0,Bulletproof Monk
3416,41009,0,3.810943,5.1,0,Perrier’s Bounty
2486,40160,0,2.637355,5.1,0,Meteor
1833,10327,45000000,4.340616000000001,5.1,124914842,"Legally Blonde 2: Red, White & Blonde"
935,11451,50000000,12.050755,5.1,66002004,Herbie Fully Loaded
1999,227707,25000000,8.842722,5.1,6399,The Adventurer: The Curse of the Midas Box
3777,27551,0,1.631993,5.1,0,The Barbarians
888,6519,50000000,15.982120000000002,5.1,110803676,The Dukes of Hazzard
2953,13888,11000000,9.705589,5.1,2807854,Return to the Blue Lagoon
1430,10012,35000000,11.195592999999999,5.1,19294901,Cursed
3191,27329,0,0.843067,5.1,0,The Legend of Suriyothai
1643,10658,37000000,11.374305999999999,5.1,37962774,Howard the Duck
1417,94348,45000000,14.513243,5.1,30353232,Alex Cross
2559,11132,15000000,7.424798,5.1,29331068,Confessions of a Teenage Drama Queen
846,1792,55000000,8.802525,5.1,33828318,Stuck on You
4069,347548,0,2.122451,5.1,0,Containment
2551,24150,15000000,12.929525,5.1,39421467,Halloween II
1402,11469,0,15.913782999999999,5.1,0,Black Knight
393,10481,85000000,9.895061,5.1,183611771,102 Dalmatians
797,24438,58000000,14.403696,5.1,85280250,Did You Hear About the Morgans?
41,44912,200000000,51.872839,5.1,219851172,Green Lantern
2679,13824,0,4.04701,5.1,0,Superstar
3235,11217,8500000,2.62082,5.1,5001655,Club Dread
2949,9027,0,4.093287999999999,5.1,0,The Guru
3295,251321,8000000,6.5008349999999995,5.1,53086,Aloft
1968,3600,65000000,20.793026,5.1,40002112,I Still Know What You Did Last Summer
1616,14034,45000000,7.185212,5.1,0,What's the Worst That Could Happen?
4597,319069,0,0.59458,5.1,0,Censored Voices
482,10197,80000000,9.357733999999999,5.1,53825515,Nine
4673,43595,200000,0.6227520000000001,5.1,2200000,She Done Him Wrong
1645,9042,30000000,10.756266,5.1,15007991,The Cave
131,19585,150000000,26.710397999999998,5.1,292817841,G-Force
1279,9978,40000000,16.282962,5.1,23937870,Stormbreaker
3120,245846,10000000,5.1456550000000005,5.1,17472,Strangerland
1937,27360,0,5.0790169999999994,5.1,0,King's Ransom
4248,104755,1500000,14.504326,5.1,1165882,The Lords of Salem
2766,9683,0,10.131122999999999,5.1,0,Bubble Boy
3051,37931,10000000,14.038511999999999,5.1,6110000,MacGruber
3566,11284,11000000,16.856231,5.1,34872033,Freddy's Dead: The Final Nightmare
3402,164372,7000000,5.33861,5.1,12400000,The Snow Queen
3572,243940,3300000,20.304235000000002,5.1,64110728,The Lazarus Effect
1484,326,33000000,19.642328,5.1,62022014,Snakes on a Plane
3939,246403,2800000,15.754614000000002,5.1,1826705,Tusk
1589,6439,30000000,8.058109,5.1,93772522,Racing Stripes
752,9849,65000000,6.80692,5.1,36850101,My Favorite Martian
1470,127493,35000000,16.830184,5.1,2106557,Stolen
70,8487,170000000,40.748915000000004,5.1,222104681,Wild Wild West
606,201088,70000000,46.832372,5.1,17752940,Blackhat
2076,7341,21000000,4.781537999999999,5.1,17762705,The Rage: Carrie 2
2593,13816,0,2.711955,5.1,0,Idlewild
2069,1499,21000000,10.207065,5.1,42000000,Teenage Mutant Ninja Turtles III
2418,13778,0,10.149569,5.1,0,Dickie Roberts: Former Child Star
4322,102840,0,0.014406,5.0,0,Sex With Strangers
4445,215918,1000000,0.17588499999999999,5.0,0,1982
4418,21283,0,0.328498,5.0,0,Steppin: The Movie
4280,27588,0,5.065752,5.0,0,Forget Me Not
4450,367551,0,5.023091,5.0,0,American Hero
4430,29731,0,0.280829,5.0,0,And Then Came Love
1689,12771,29000000,8.93941,5.0,16930185,Serving Sara
1631,16232,30000000,2.850896,5.0,21800302,Mr. 3000
3135,34417,0,0.304566,5.0,0,Good Intentions
4435,323270,0,0.392658,5.0,0,The Horror Network Vol. 1
1466,239573,35000000,16.832311999999998,5.0,14431253,Unfinished Business
2720,243938,14000000,16.618873999999998,5.0,12314651,Hot Tub Time Machine 2
4353,171424,5000000,17.845160999999997,5.0,6833445,The Green Inferno
4272,25784,1300000,0.07206599999999999,5.0,639000,Journey from the Fall
1848,10923,28000000,11.859396,5.0,58795814,Agent Cody Banks
3017,10984,0,5.904126,5.0,0,Valentine
1672,76349,30000000,4.065212,5.0,108348,1911
2972,14877,11000000,3.6468480000000003,5.0,0,September Dawn
3009,20616,8500000,4.844451,5.0,34411240,Swimfan
1669,2008,0,3.866026,5.0,0,The Promise
461,2157,80000000,17.455023999999998,5.0,136159423,Lost in Space
1670,9053,21000000,12.790408,5.0,480314,DOA: Dead or Alive
1524,5494,32000000,4.120549,5.0,0,George and the Dragon
4105,48382,2000000,0.031947,5.0,1672730,"The Book of Mormon Movie, Volume 1: The Journey"
1646,17813,30000000,4.352422,5.0,15368897,Alex & Emma
1192,10336,40000000,19.833664000000002,5.0,87840042,Spawn
1223,10385,40000000,3.4155339999999996,5.0,36037909,Hanging Up
3401,78381,7000000,5.060656,5.0,0,Twixt
4584,189711,0,0.13361900000000002,5.0,0,Love in the Time of Monsters
2098,226486,20000000,21.657563,5.0,100525432,Tammy
1237,8970,75000000,4.842626,5.0,29000000,The Out-of-Towners
1952,109091,25000000,35.022028999999996,5.0,71009334,The Counselor
3382,48620,7000000,2.932784,5.0,0,The Mighty Macs
595,8814,60000000,29.261347999999998,5.0,55987321,Doom
4702,408429,200,0.050977999999999996,5.0,0,Perfect Cowboy
4124,67373,0,0.046868,5.0,0,This Thing of Ours
2390,9626,17900000,12.752463,5.0,6948633,Red Sonja
1040,888,46000000,28.964161999999998,5.0,341631208,The Flintstones
2611,16222,15000000,8.074807,5.0,9902115,Whatever It Takes
4561,253261,0,0.069244,5.0,0,Born to Fly: Elizabeth Streb vs. Gravity
3665,78814,0,0.102003,5.0,0,We Have Your Husband
2578,8975,20000000,7.679336,5.0,22165608,The Marine
627,9703,67000000,12.282911,5.0,25303038,The Last Legion
1273,15074,40000000,2.911819,5.0,10959475,Extreme Ops
4594,65203,379000,0.968865,5.0,4358000,The Broadway Melody
4656,34697,0,1.063615,5.0,0,Butterfly
4011,10676,2500000,12.030456,5.0,14400000,Halloween III: Season of the Witch
3594,122081,5000000,62.554173,5.0,31724284,Spring Breakers
3595,10987,5000000,9.483717,5.0,15116634,Halloween: The Curse of Michael Myers
1096,13184,45000000,14.813057,5.0,42487390,Bangkok Dangerous
3604,50357,5000000,17.028252,5.0,25562924,Apollo 18
666,100241,65000000,31.324734000000003,5.0,71154592,"I, Frankenstein"
4034,76706,0,0.6302260000000001,5.0,0,Christmas Mail
4637,32222,250000,0.126304,5.0,0,American Desi
2088,9682,38000000,9.662714999999999,5.0,29907685,Pulse
4628,27420,0,1.452199,5.0,0,Graduation Day
2444,25763,17000000,2.215261,5.0,8720000,Damnation Alley
998,12634,50000000,6.397387999999999,5.0,6808550,The Big Bounce
193,82700,130000000,42.840582,5.0,243843127,After Earth
1980,70868,24000000,8.630825,5.0,30551495,I Don't Know How She Does It
2619,25704,15000000,7.4460690000000005,5.0,6405245,Post Grad
701,10992,60000000,18.735024,5.0,93375151,Cats & Dogs
778,11260,60000000,18.676291,5.0,50650079,Meet Dave
4734,270554,0,0.053755,5.0,0,Echo Dr.
1900,18975,0,6.718497,5.0,0,The Adventures of Pinocchio
4757,174362,0,0.048726,5.0,0,Bending Steel
2180,61012,20000000,23.292761,5.0,52302796,Silent Hill: Revelation 3D
4754,84659,0,0.077577,5.0,0,The Naked Ape
3897,20337,3000000,0.29522600000000004,5.0,19184015,Martin Lawrence Live: Runteldat
540,11375,75000000,10.605084,5.0,51142659,Hollywood Homicide
2190,10642,0,5.214408000000001,5.0,0,Loser
3858,299145,0,3.230779,5.0,0,Stranded
920,10329,50000000,10.755847,5.0,152022101,Congo
2271,280871,0,0.416179,5.0,0,Ramanujan
2670,319910,0,4.289676,5.0,0,Broken Horses
3921,44634,3000000,0.019984000000000002,5.0,6804016,Woman Thou Art Loosed
2646,24206,15000000,2.609057,5.0,76382,Silent Trigger
1932,24264,25000000,4.020194,5.0,5778353,Sheena
4548,81220,500000,0.046903,5.0,0,Everything Put Together
235,2395,97250400,20.344364000000002,5.0,132900000,Asterix at the Olympic Games
4544,43653,0,0.383442,5.0,0,The Living Wake
2695,14434,11000000,4.536745,5.0,13196245,I Think I Love My Wife
4188,98557,1800000,0.21544000000000002,5.0,0,Dysfunctional Friends
1310,256961,38000000,41.258487,5.0,107597242,Paul Blart: Mall Cop 2
4503,324322,522360,0.071349,5.0,0,They Will Have to Kill Us First
966,38579,50000000,12.256219999999999,5.0,83761844,Marmaduke
1693,11249,12000000,12.653831,4.9,24829644,Seed of Chucky
2940,10646,11000000,7.063053,4.9,23430766,Tomcats
4407,242083,1000000,3.638411,4.9,0,Hits
723,8645,60000000,20.501582,4.9,163403799,The Happening
3617,12484,5000000,2.739307,4.9,0,The Forsaken
796,347969,60000000,19.694695,4.9,0,The Ridiculous 6
2867,19419,0,5.359381,4.9,0,Screwed
3993,16016,0,1.7766240000000002,4.9,0,Journey to Saturn
2249,40932,0,6.574285000000001,4.9,0,Can't Stop the Music
4727,65448,0,0.001117,4.9,0,Penitentiary
789,9713,60000000,9.265672,4.9,0,Holy Man
3976,325173,0,5.485217,4.9,0,Close Range
